item_id,channel,recommended_warehouse,horizon,forecast_days,total_forecasted_demand,safety_stock,reorder_point,economic_order_quantity (EOQ)
ER01381,App,central_online_wh,3-Month,90,52.0,6,29,53
ER01381,App,central_online_wh,6-Month,183,105.0,6,29,53
ER01381,Offline,central_offline_wh,1-Month,30,8.0,4,14,36
ER01381,Offline,central_offline_wh,3-Month,90,26.0,4,15,37
ER01381,Offline,central_offline_wh,6-Month,183,52.0,4,15,37
ER01381,Web,central_online_wh,1-Month,30,64.0,17,102,102
ER01381,Web,central_online_wh,3-Month,90,195.0,17,103,103
ER01381,Web,central_online_wh,6-Month,183,390.0,17,102,102
ER01384,App,central_online_wh,1-Month,30,4.0,3,8,25
ER01384,App,central_online_wh,3-Month,90,13.0,3,9,27
ER01384,App,central_online_wh,6-Month,183,26.0,3,9,26
ER01384,Offline,central_offline_wh,1-Month,30,22.0,7,37,60
ER01384,Offline,central_offline_wh,3-Month,90,65.0,7,36,59
ER01384,Offline,central_offline_wh,6-Month,183,130.0,7,36,59
ER01384,Web,central_online_wh,1-Month,30,4.0,3,8,25
ER01384,Web,central_online_wh,3-Month,90,13.0,3,9,27
ER01384,Web,central_online_wh,6-Month,183,26.0,3,9,26
ER0138,App,central_online_wh,1-Month,30,67.0,41,131,104
ER0138,App,central_online_wh,3-Month,90,195.0,40,127,103
ER0138,App,central_online_wh,6-Month,183,397.0,40,127,103
ER0138,Offline,central_offline_wh,1-Month,30,20.0,18,45,57
ER0138,Offline,central_offline_wh,3-Month,90,65.0,18,47,59
ER0138,Offline,central_offline_wh,6-Month,183,130.0,18,46,59
ER0138,Web,central_online_wh,1-Month,30,283.0,83,461,214
ER0138,Web,central_online_wh,3-Month,90,831.0,83,453,212
ER0138,Web,central_online_wh,6-Month,183,1680.0,83,451,211
ER01391,App,central_online_wh,1-Month,30,8.0,4,14,36
ER01391,App,central_online_wh,3-Month,90,26.0,4,15,37
ER01391,App,central_online_wh,6-Month,183,52.0,4,15,37
ER01391,Offline,central_offline_wh,1-Month,30,13.0,6,23,46
ER01391,Offline,central_offline_wh,3-Month,90,39.0,6,23,46
ER01391,Offline,central_offline_wh,6-Month,183,78.0,6,23,46
ER01391,Web,central_online_wh,1-Month,30,16.0,6,27,51
ER01391,Web,central_online_wh,3-Month,90,52.0,6,29,53
ER01391,Web,central_online_wh,6-Month,183,104.0,6,29,53
ER01393,App,central_online_wh,1-Month,30,0.0,0,0,10
ER01393,App,central_online_wh,3-Month,90,0.0,0,0,10
ER01393,App,central_online_wh,6-Month,183,0.0,0,0,10
ER01393,Offline,central_offline_wh,1-Month,30,15.0,6,26,49
ER01393,Offline,central_offline_wh,3-Month,90,39.0,6,23,46
ER01393,Offline,central_offline_wh,6-Month,183,79.0,6,23,46
ER01393,Web,central_online_wh,1-Month,30,0.0,0,0,10
ER01393,Web,central_online_wh,3-Month,90,0.0,0,0,10
ER01393,Web,central_online_wh,6-Month,183,0.0,0,0,10
ER0139,App,central_online_wh,1-Month,30,0.0,0,0,10
ER0139,App,central_online_wh,3-Month,90,0.0,0,0,10
ER0139,App,central_online_wh,6-Month,183,0.0,0,0,10
ER0139,Offline,central_offline_wh,1-Month,30,52.0,23,92,92
ER0139,Offline,central_offline_wh,3-Month,90,156.0,23,92,92
ER0139,Offline,central_offline_wh,6-Month,183,312.0,23,91,91
ER0139,Web,central_online_wh,1-Month,30,0.0,0,0,10
ER0139,Web,central_online_wh,3-Month,90,0.0,0,0,10
ER0139,Web,central_online_wh,6-Month,183,0.0,0,0,10
ER01408,App,central_online_wh,1-Month,30,12.0,8,24,44
ER01408,App,central_online_wh,3-Month,90,39.0,8,25,46
ER01408,App,central_online_wh,6-Month,183,78.0,8,25,46
ER01408,Offline,central_offline_wh,1-Month,30,118.0,43,200,138
ER01408,Offline,central_offline_wh,3-Month,90,351.0,42,198,138
ER01408,Offline,central_offline_wh,6-Month,183,702.0,42,195,137
ER01408,Web,central_online_wh,1-Month,30,50.0,18,85,90
ER01408,Web,central_online_wh,3-Month,90,156.0,18,88,92
ER01408,Web,central_online_wh,6-Month,183,314.0,18,87,91
ER0140,App,central_online_wh,1-Month,30,89.0,37,156,120
ER0140,App,central_online_wh,3-Month,90,247.0,36,146,116
ER0140,App,central_online_wh,6-Month,183,501.0,36,146,115
ER0140,Offline,central_offline_wh,1-Month,30,68.0,33,124,105
ER0140,Offline,central_offline_wh,3-Month,90,208.0,33,126,106
ER0140,Offline,central_offline_wh,6-Month,183,420.0,33,125,106
ER0140,Web,central_online_wh,1-Month,30,183.0,85,329,172
ER0140,Web,central_online_wh,3-Month,90,543.0,83,324,171
ER0140,Web,central_online_wh,6-Month,183,1107.0,82,324,172
ER0141,App,central_online_wh,1-Month,30,0.0,0,0,10
ER0141,App,central_online_wh,3-Month,90,0.0,0,0,10
ER0141,App,central_online_wh,6-Month,183,0.0,0,0,10
ER0141,Offline,central_offline_wh,1-Month,30,61.0,24,105,99
ER0141,Offline,central_offline_wh,3-Month,90,195.0,24,110,103
ER0141,Offline,central_offline_wh,6-Month,183,390.0,24,109,102
ER0141,Web,central_online_wh,1-Month,30,25.0,11,44,64
ER0141,Web,central_online_wh,3-Month,90,78.0,11,46,65
ER0141,Web,central_online_wh,6-Month,183,156.0,11,45,64
ER01436,App,central_online_wh,1-Month,30,17.0,8,30,53
ER01436,App,central_online_wh,3-Month,90,51.0,8,30,53
ER01436,App,central_online_wh,6-Month,183,105.0,8,31,53
ER01436,Offline,central_offline_wh,1-Month,30,9.0,5,17,38
ER01436,Offline,central_offline_wh,3-Month,90,26.0,5,16,37
ER01436,Offline,central_offline_wh,6-Month,183,53.0,5,16,38
ER01436,Web,central_online_wh,1-Month,30,48.0,17,81,88
ER01436,Web,central_online_wh,3-Month,90,153.0,17,85,91
ER01436,Web,central_online_wh,6-Month,183,312.0,16,85,91
ER0143,App,central_online_wh,1-Month,30,8.0,4,14,36
ER0143,App,central_online_wh,3-Month,90,26.0,4,15,37
ER0143,App,central_online_wh,6-Month,183,52.0,4,15,37
ER0143,Offline,central_offline_wh,1-Month,30,0.0,0,0,10
ER0143,Offline,central_offline_wh,3-Month,90,0.0,0,0,10
ER0143,Offline,central_offline_wh,6-Month,183,0.0,0,0,10
ER0143,Web,central_online_wh,1-Month,30,8.0,4,14,36
ER0143,Web,central_online_wh,3-Month,90,26.0,4,15,37
ER0143,Web,central_online_wh,6-Month,183,52.0,4,15,37
ER01440,App,central_online_wh,1-Month,30,36.0,17,65,76
ER01440,App,central_online_wh,3-Month,90,104.0,16,62,75
ER01440,App,central_online_wh,6-Month,183,212.0,16,63,75
ER01440,Offline,central_offline_wh,1-Month,30,26.0,9,44,65
ER01440,Offline,central_offline_wh,3-Month,90,78.0,9,43,65
ER01440,Offline,central_offline_wh,6-Month,183,156.0,9,43,64
ER01440,Web,central_online_wh,1-Month,30,117.0,39,195,138
ER01440,Web,central_online_wh,3-Month,90,351.0,38,194,138
ER01440,Web,central_online_wh,6-Month,183,711.0,38,193,138
ER01441,App,central_online_wh,1-Month,30,0.0,0,0,10
ER01441,App,central_online_wh,3-Month,90,0.0,0,0,10
ER01441,App,central_online_wh,6-Month,183,0.0,0,0,10
ER01441,Offline,central_offline_wh,1-Month,30,0.0,0,0,10
ER01441,Offline,central_offline_wh,3-Month,90,0.0,0,0,10
ER01441,Offline,central_offline_wh,6-Month,183,0.0,0,0,10
ER01441,Web,central_online_wh,1-Month,30,0.0,0,0,10
ER01441,Web,central_online_wh,3-Month,90,0.0,0,0,10
ER01441,Web,central_online_wh,6-Month,183,0.0,0,0,10
ER01443,App,central_online_wh,1-Month,30,8.0,7,18,36
ER01443,App,central_online_wh,3-Month,90,26.0,7,19,37
ER01443,App,central_online_wh,6-Month,183,52.0,7,19,37
ER01443,Offline,central_offline_wh,1-Month,30,58.0,24,101,97
ER01443,Offline,central_offline_wh,3-Month,90,156.0,23,92,92
ER01443,Offline,central_offline_wh,6-Month,183,317.0,23,92,92
ER01443,Web,central_online_wh,1-Month,30,20.0,18,45,57
ER01443,Web,central_online_wh,3-Month,90,65.0,18,47,59
ER01443,Web,central_online_wh,6-Month,183,130.0,18,47,59
ER01448,App,central_online_wh,1-Month,30,0.0,0,0,10
ER01448,App,central_online_wh,3-Month,90,0.0,0,0,10
ER01448,App,central_online_wh,6-Month,183,0.0,0,0,10
ER01448,Offline,central_offline_wh,1-Month,30,28.0,11,48,67
ER01448,Offline,central_offline_wh,3-Month,90,78.0,10,45,65
ER01448,Offline,central_offline_wh,6-Month,183,158.0,10,45,65
ER01448,Web,central_online_wh,1-Month,30,0.0,0,0,10
ER01448,Web,central_online_wh,3-Month,90,0.0,0,0,10
ER01448,Web,central_online_wh,6-Month,183,0.0,0,0,10
ER01449,App,central_online_wh,1-Month,30,0.0,0,0,10
ER01449,App,central_online_wh,3-Month,90,0.0,0,0,10
ER01449,App,central_online_wh,6-Month,183,0.0,0,0,10
ER01449,Offline,central_offline_wh,1-Month,30,18.0,8,32,54
ER01449,Offline,central_offline_wh,3-Month,90,52.0,7,30,53
ER01449,Offline,central_offline_wh,6-Month,183,104.0,7,30,53
ER01449,Web,central_online_wh,1-Month,30,4.0,3,8,25
ER01449,Web,central_online_wh,3-Month,90,13.0,3,9,27
ER01449,Web,central_online_wh,6-Month,183,26.0,3,9,26
ER01453,App,central_online_wh,1-Month,30,0.0,0,0,10
ER01453,App,central_online_wh,3-Month,90,0.0,0,0,10
ER01453,App,central_online_wh,6-Month,183,0.0,0,0,10
ER01453,Offline,central_offline_wh,1-Month,30,0.0,0,0,10
ER01453,Offline,central_offline_wh,3-Month,90,0.0,0,0,10
ER01453,Offline,central_offline_wh,6-Month,183,0.0,0,0,10
ER01453,Web,central_online_wh,1-Month,30,0.0,0,0,10
ER01453,Web,central_online_wh,3-Month,90,0.0,0,0,10
ER01453,Web,central_online_wh,6-Month,183,0.0,0,0,10
ER01455,App,central_online_wh,1-Month,30,5.0,3,10,28
ER01455,App,central_online_wh,3-Month,90,13.0,3,9,27
ER01455,App,central_online_wh,6-Month,183,26.0,3,9,26
ER01455,Offline,central_offline_wh,1-Month,30,9.0,4,16,38
ER01455,Offline,central_offline_wh,3-Month,90,26.0,4,15,37
ER01455,Offline,central_offline_wh,6-Month,183,53.0,4,15,38
ER01455,Web,central_online_wh,1-Month,30,4.0,3,8,25
ER01455,Web,central_online_wh,3-Month,90,13.0,3,9,27
ER01455,Web,central_online_wh,6-Month,183,26.0,3,9,26
ER0146,App,central_online_wh,1-Month,30,12.0,9,25,44
ER0146,App,central_online_wh,3-Month,90,39.0,10,27,46
ER0146,App,central_online_wh,6-Month,183,78.0,9,27,46
ER0146,Offline,central_offline_wh,1-Month,30,23.0,9,40,61
ER0146,Offline,central_offline_wh,3-Month,90,65.0,9,38,59
ER0146,Offline,central_offline_wh,6-Month,183,131.0,9,38,59
ER0146,Web,central_online_wh,1-Month,30,34.0,8,54,74
ER0146,Web,central_online_wh,3-Month,90,103.0,8,54,75
ER0146,Web,central_online_wh,6-Month,183,209.0,8,54,75
ER0147,App,central_online_wh,1-Month,30,0.0,0,0,10
ER0147,App,central_online_wh,3-Month,90,0.0,0,0,10
ER0147,App,central_online_wh,6-Month,183,0.0,0,0,10
ER0147,Offline,central_offline_wh,1-Month,30,0.0,0,0,10
ER0147,Offline,central_offline_wh,3-Month,90,0.0,0,0,10
ER0147,Offline,central_offline_wh,6-Month,183,0.0,0,0,10
ER0147,Web,central_online_wh,1-Month,30,0.0,0,0,10
ER0147,Web,central_online_wh,3-Month,90,0.0,0,0,10
ER0147,Web,central_online_wh,6-Month,183,0.0,0,0,10
ER01484,App,central_online_wh,1-Month,30,24.0,9,41,62
ER01484,App,central_online_wh,3-Month,90,65.0,8,37,59
ER01484,App,central_online_wh,6-Month,183,133.0,8,38,59
ER01484,Offline,central_offline_wh,1-Month,30,0.0,0,0,10
ER01484,Offline,central_offline_wh,3-Month,90,0.0,0,0,10
ER01484,Offline,central_offline_wh,6-Month,183,0.0,0,0,10
ER01484,Web,central_online_wh,1-Month,30,47.0,14,77,87
ER01484,Web,central_online_wh,3-Month,90,143.0,14,78,88
ER01484,Web,central_online_wh,6-Month,183,289.0,14,77,88
ER0148,App,central_online_wh,1-Month,30,17.0,8,30,53
ER0148,App,central_online_wh,3-Month,90,50.0,7,30,52
ER0148,App,central_online_wh,6-Month,183,104.0,8,30,53
ER0148,Offline,central_offline_wh,1-Month,30,39.0,23,75,80
ER0148,Offline,central_offline_wh,3-Month,90,117.0,23,75,80
ER0148,Offline,central_offline_wh,6-Month,183,237.0,23,75,79
ER0148,Web,central_online_wh,1-Month,30,62.0,25,108,100
ER0148,Web,central_online_wh,3-Month,90,195.0,25,112,103
ER0148,Web,central_online_wh,6-Month,183,390.0,25,110,102
ER0150,App,central_online_wh,1-Month,30,171.0,43,271,167
ER0150,App,central_online_wh,3-Month,90,505.0,43,267,165
ER0150,App,central_online_wh,6-Month,183,1020.0,43,266,165
ER0150,Offline,central_offline_wh,1-Month,30,254.0,104,443,203
ER0150,Offline,central_offline_wh,3-Month,90,780.0,103,450,205
ER0150,Offline,central_offline_wh,6-Month,183,1574.0,103,447,205
ER0150,Web,central_online_wh,1-Month,30,120.0,81,241,140
ER0150,Web,central_online_wh,3-Month,90,351.0,81,237,138
ER0150,Web,central_online_wh,6-Month,183,702.0,80,233,137
ER0152,App,central_online_wh,1-Month,30,17.0,5,28,53
ER0152,App,central_online_wh,3-Month,90,51.0,5,28,53
ER0152,App,central_online_wh,6-Month,183,104.0,5,28,53
ER0152,Offline,central_offline_wh,1-Month,30,26.0,9,44,65
ER0152,Offline,central_offline_wh,3-Month,90,78.0,9,43,65
ER0152,Offline,central_offline_wh,6-Month,183,156.0,9,43,64
ER0152,Web,central_online_wh,1-Month,30,12.0,5,21,44
ER0152,Web,central_online_wh,3-Month,90,38.0,5,22,45
ER0152,Web,central_online_wh,6-Month,183,78.0,5,22,46
ER0153,App,central_online_wh,1-Month,30,0.0,0,0,10
ER0153,App,central_online_wh,3-Month,90,0.0,0,0,10
ER0153,App,central_online_wh,6-Month,183,0.0,0,0,10
ER0153,Offline,central_offline_wh,1-Month,30,12.0,8,24,44
ER0153,Offline,central_offline_wh,3-Month,90,39.0,9,26,46
ER0153,Offline,central_offline_wh,6-Month,183,78.0,9,26,46
ER0153,Web,central_online_wh,1-Month,30,0.0,0,0,10
ER0153,Web,central_online_wh,3-Month,90,0.0,0,0,10
ER0153,Web,central_online_wh,6-Month,183,0.0,0,0,10
ER0158,App,central_online_wh,1-Month,30,0.0,0,0,10
ER0158,App,central_online_wh,3-Month,90,0.0,0,0,10
ER0158,App,central_online_wh,6-Month,183,0.0,0,0,10
ER0158,Offline,central_offline_wh,1-Month,30,12.0,6,22,44
ER0158,Offline,central_offline_wh,3-Month,90,39.0,6,23,46
ER0158,Offline,central_offline_wh,6-Month,183,78.0,6,23,46
ER0158,Web,central_online_wh,1-Month,30,0.0,0,0,10
ER0158,Web,central_online_wh,3-Month,90,0.0,0,0,10
ER0158,Web,central_online_wh,6-Month,183,0.0,0,0,10
ER01617,App,central_online_wh,1-Month,30,4.0,4,9,25
ER01617,App,central_online_wh,3-Month,90,13.0,4,9,27
ER01617,App,central_online_wh,6-Month,183,26.0,4,9,26
ER01617,Offline,central_offline_wh,1-Month,30,45.0,20,80,85
ER01617,Offline,central_offline_wh,3-Month,90,130.0,19,77,84
ER01617,Offline,central_offline_wh,6-Month,183,260.0,19,76,83
ER01617,Web,central_online_wh,1-Month,30,12.0,8,24,44
ER01617,Web,central_online_wh,3-Month,90,39.0,8,25,46
ER01617,Web,central_online_wh,6-Month,183,78.0,8,25,46
ER0161,App,central_online_wh,1-Month,30,8.0,5,15,36
ER0161,App,central_online_wh,3-Month,90,26.0,5,16,37
ER0161,App,central_online_wh,6-Month,183,52.0,5,16,37
ER0161,Offline,central_offline_wh,1-Month,30,31.0,8,49,71
ER0161,Offline,central_offline_wh,3-Month,90,91.0,8,48,70
ER0161,Offline,central_offline_wh,6-Month,183,183.0,8,48,70
ER0161,Web,central_online_wh,1-Month,30,12.0,8,24,44
ER0161,Web,central_online_wh,3-Month,90,39.0,8,25,46
ER0161,Web,central_online_wh,6-Month,183,78.0,8,25,46
ER01635,App,central_online_wh,1-Month,30,23.0,13,43,61
ER01635,App,central_online_wh,3-Month,90,65.0,12,41,59
ER01635,App,central_online_wh,6-Month,183,130.0,12,41,59
ER01635,Offline,central_offline_wh,1-Month,30,22.0,12,42,60
ER01635,Offline,central_offline_wh,3-Month,90,65.0,12,41,59
ER01635,Offline,central_offline_wh,6-Month,183,130.0,12,41,59
ER01635,Web,central_online_wh,1-Month,30,33.0,14,58,73
ER01635,Web,central_online_wh,3-Month,90,104.0,14,60,75
ER01635,Web,central_online_wh,6-Month,183,209.0,14,60,75
ER0163,App,central_online_wh,1-Month,30,24.0,13,45,62
ER0163,App,central_online_wh,3-Month,90,78.0,13,48,65
ER0163,App,central_online_wh,6-Month,183,156.0,13,47,64
ER0163,Offline,central_offline_wh,1-Month,30,77.0,29,132,112
ER0163,Offline,central_offline_wh,3-Month,90,221.0,29,127,109
ER0163,Offline,central_offline_wh,6-Month,183,447.0,29,126,109
ER0163,Web,central_online_wh,1-Month,30,76.0,29,131,111
ER0163,Web,central_online_wh,3-Month,90,220.0,29,127,109
ER0163,Web,central_online_wh,6-Month,183,448.0,29,127,109
ER0164,App,central_online_wh,1-Month,30,5.0,4,11,28
ER0164,App,central_online_wh,3-Month,90,13.0,4,9,27
ER0164,App,central_online_wh,6-Month,183,26.0,4,9,26
ER0164,Offline,central_offline_wh,1-Month,30,9.0,5,17,38
ER0164,Offline,central_offline_wh,3-Month,90,26.0,5,16,37
ER0164,Offline,central_offline_wh,6-Month,183,52.0,5,16,37
ER0164,Web,central_online_wh,1-Month,30,22.0,9,39,60
ER0164,Web,central_online_wh,3-Month,90,64.0,9,38,59
ER0164,Web,central_online_wh,6-Month,183,130.0,9,38,59
ER0166,App,central_online_wh,1-Month,30,4.0,4,9,25
ER0166,App,central_online_wh,3-Month,90,13.0,4,9,27
ER0166,App,central_online_wh,6-Month,183,26.0,4,9,26
ER0166,Offline,central_offline_wh,1-Month,30,58.0,24,101,97
ER0166,Offline,central_offline_wh,3-Month,90,182.0,24,105,99
ER0166,Offline,central_offline_wh,6-Month,183,366.0,24,104,99
ER0166,Web,central_online_wh,1-Month,30,0.0,0,0,10
ER0166,Web,central_online_wh,3-Month,90,0.0,0,0,10
ER0166,Web,central_online_wh,6-Month,183,0.0,0,0,10
ER01675,App,central_online_wh,1-Month,30,30.0,18,58,70
ER01675,App,central_online_wh,3-Month,90,91.0,19,59,70
ER01675,App,central_online_wh,6-Month,183,184.0,18,59,70
ER01675,Offline,central_offline_wh,1-Month,30,107.0,40,183,132
ER01675,Offline,central_offline_wh,3-Month,90,312.0,41,179,130
ER01675,Offline,central_offline_wh,6-Month,183,630.0,40,178,129
ER01675,Web,central_online_wh,1-Month,30,50.0,22,88,90
ER01675,Web,central_online_wh,3-Month,90,156.0,22,91,92
ER01675,Web,central_online_wh,6-Month,183,312.0,22,90,91
ER01682,App,central_online_wh,1-Month,30,5.0,3,10,28
ER01682,App,central_online_wh,3-Month,90,13.0,3,9,27
ER01682,App,central_online_wh,6-Month,183,27.0,3,9,27
ER01682,Offline,central_offline_wh,1-Month,30,17.0,6,29,53
ER01682,Offline,central_offline_wh,3-Month,90,52.0,6,29,53
ER01682,Offline,central_offline_wh,6-Month,183,104.0,6,29,53
ER01682,Web,central_online_wh,1-Month,30,0.0,0,0,10
ER01682,Web,central_online_wh,3-Month,90,0.0,0,0,10
ER01682,Web,central_online_wh,6-Month,183,0.0,0,0,10
ER0171,App,central_online_wh,1-Month,30,9.0,6,18,38
ER0171,App,central_online_wh,3-Month,90,26.0,6,17,37
ER0171,App,central_online_wh,6-Month,183,53.0,6,17,38
ER0171,Offline,central_offline_wh,1-Month,30,105.0,39,179,131
ER0171,Offline,central_offline_wh,3-Month,90,311.0,39,178,130
ER0171,Offline,central_offline_wh,6-Month,183,630.0,39,177,129
ER0171,Web,central_online_wh,1-Month,30,16.0,9,31,51
ER0171,Web,central_online_wh,3-Month,90,52.0,10,33,53
ER0171,Web,central_online_wh,6-Month,183,104.0,9,32,53
ER0172,App,central_online_wh,1-Month,30,33.0,15,59,73
ER0172,App,central_online_wh,3-Month,90,104.0,15,61,75
ER0172,App,central_online_wh,6-Month,183,209.0,15,60,75
ER0172,Offline,central_offline_wh,1-Month,30,4.0,4,10,25
ER0172,Offline,central_offline_wh,3-Month,90,13.0,5,10,27
ER0172,Offline,central_offline_wh,6-Month,183,26.0,5,10,26
ER0172,Web,central_online_wh,1-Month,30,50.0,21,87,90
ER0172,Web,central_online_wh,3-Month,90,156.0,21,90,92
ER0172,Web,central_online_wh,6-Month,183,312.0,21,89,91
ER0175,App,central_online_wh,1-Month,30,4.0,3,8,25
ER0175,App,central_online_wh,3-Month,90,13.0,3,9,27
ER0175,App,central_online_wh,6-Month,183,26.0,3,9,26
ER0175,Offline,central_offline_wh,1-Month,30,9.0,4,16,38
ER0175,Offline,central_offline_wh,3-Month,90,26.0,4,15,37
ER0175,Offline,central_offline_wh,6-Month,183,53.0,4,15,38
ER0175,Web,central_online_wh,1-Month,30,4.0,3,8,25
ER0175,Web,central_online_wh,3-Month,90,13.0,3,9,27
ER0175,Web,central_online_wh,6-Month,183,26.0,3,9,26
ER01766,App,central_online_wh,1-Month,30,33.0,15,59,73
ER01766,App,central_online_wh,3-Month,90,91.0,14,54,70
ER01766,App,central_online_wh,6-Month,183,186.0,14,54,70
ER01766,Offline,central_offline_wh,1-Month,30,33.0,19,63,73
ER01766,Offline,central_offline_wh,3-Month,90,91.0,18,58,70
ER01766,Offline,central_offline_wh,6-Month,183,182.0,18,57,70
ER01766,Web,central_online_wh,1-Month,30,37.0,14,63,77
ER01766,Web,central_online_wh,3-Month,90,104.0,13,59,75
ER01766,Web,central_online_wh,6-Month,183,212.0,13,59,75
ER0180,App,central_online_wh,1-Month,30,12.0,8,24,44
ER0180,App,central_online_wh,3-Month,90,39.0,8,25,46
ER0180,App,central_online_wh,6-Month,183,78.0,8,25,46
ER0180,Offline,central_offline_wh,1-Month,30,15.0,8,28,49
ER0180,Offline,central_offline_wh,3-Month,90,39.0,8,25,46
ER0180,Offline,central_offline_wh,6-Month,183,80.0,8,25,46
ER0180,Web,central_online_wh,1-Month,30,8.0,7,18,36
ER0180,Web,central_online_wh,3-Month,90,26.0,7,19,37
ER0180,Web,central_online_wh,6-Month,183,52.0,7,19,37
ER01847,App,central_online_wh,1-Month,30,31.0,11,53,71
ER01847,App,central_online_wh,3-Month,90,91.0,12,52,70
ER01847,App,central_online_wh,6-Month,183,184.0,11,52,70
ER01847,Offline,central_offline_wh,1-Month,30,25.0,11,44,64
ER01847,Offline,central_offline_wh,3-Month,90,78.0,11,46,65
ER01847,Offline,central_offline_wh,6-Month,183,156.0,11,45,64
ER01847,Web,central_online_wh,1-Month,30,48.0,17,81,88
ER01847,Web,central_online_wh,3-Month,90,156.0,17,87,92
ER01847,Web,central_online_wh,6-Month,183,312.0,17,85,91
ER01865,App,central_online_wh,1-Month,30,4.0,3,8,25
ER01865,App,central_online_wh,3-Month,90,13.0,3,9,27
ER01865,App,central_online_wh,6-Month,183,26.0,3,9,26
ER01865,Offline,central_offline_wh,1-Month,30,38.0,13,63,79
ER01865,Offline,central_offline_wh,3-Month,90,117.0,13,65,80
ER01865,Offline,central_offline_wh,6-Month,183,234.0,13,64,79
ER01865,Web,central_online_wh,1-Month,30,14.0,4,23,48
ER01865,Web,central_online_wh,3-Month,90,39.0,4,21,46
ER01865,Web,central_online_wh,6-Month,183,79.0,4,21,46
ER0187,App,central_online_wh,1-Month,30,0.0,0,0,10
ER0187,App,central_online_wh,3-Month,90,0.0,0,0,10
ER0187,App,central_online_wh,6-Month,183,0.0,0,0,10
ER0187,Offline,central_offline_wh,1-Month,30,0.0,0,0,10
ER0187,Offline,central_offline_wh,3-Month,90,0.0,0,0,10
ER0187,Offline,central_offline_wh,6-Month,183,0.0,0,0,10
ER0187,Web,central_online_wh,1-Month,30,0.0,0,0,10
ER0187,Web,central_online_wh,3-Month,90,0.0,0,0,10
ER0187,Web,central_online_wh,6-Month,183,0.0,0,0,10
ER01888,App,central_online_wh,1-Month,30,25.0,11,44,64
ER01888,App,central_online_wh,3-Month,90,78.0,11,46,65
ER01888,App,central_online_wh,6-Month,183,156.0,11,45,64
ER01888,Offline,central_offline_wh,1-Month,30,10.0,6,19,40
ER01888,Offline,central_offline_wh,3-Month,90,26.0,6,17,37
ER01888,Offline,central_offline_wh,6-Month,183,52.0,6,17,37
ER01888,Web,central_online_wh,1-Month,30,54.0,15,87,94
ER01888,Web,central_online_wh,3-Month,90,156.0,15,84,92
ER01888,Web,central_online_wh,6-Month,183,317.0,15,84,92
ER0189,App,central_online_wh,1-Month,30,0.0,0,0,10
ER0189,App,central_online_wh,3-Month,90,0.0,0,0,10
ER0189,App,central_online_wh,6-Month,183,0.0,0,0,10
ER0189,Offline,central_offline_wh,1-Month,30,36.0,15,63,76
ER0189,Offline,central_offline_wh,3-Month,90,104.0,15,61,75
ER0189,Offline,central_offline_wh,6-Month,183,212.0,15,61,75
ER0189,Web,central_online_wh,1-Month,30,0.0,0,0,10
ER0189,Web,central_online_wh,3-Month,90,0.0,0,0,10
ER0189,Web,central_online_wh,6-Month,183,0.0,0,0,10
ER0190,App,central_online_wh,1-Month,30,0.0,0,0,10
ER0190,App,central_online_wh,3-Month,90,0.0,0,0,10
ER0190,App,central_online_wh,6-Month,183,0.0,0,0,10
ER0190,Offline,central_offline_wh,1-Month,30,8.0,4,14,36
ER0190,Offline,central_offline_wh,3-Month,90,26.0,4,15,37
ER0190,Offline,central_offline_wh,6-Month,183,52.0,4,15,37
ER0190,Web,central_online_wh,1-Month,30,0.0,0,0,10
ER0190,Web,central_online_wh,3-Month,90,0.0,0,0,10
ER0190,Web,central_online_wh,6-Month,183,0.0,0,0,10
ER01916,App,central_online_wh,1-Month,30,57.0,23,99,96
ER01916,App,central_online_wh,3-Month,90,169.0,24,99,96
ER01916,App,central_online_wh,6-Month,183,340.0,23,98,95
ER01916,Offline,central_offline_wh,1-Month,30,26.0,15,49,65
ER01916,Offline,central_offline_wh,3-Month,90,78.0,15,49,65
ER01916,Offline,central_offline_wh,6-Month,183,156.0,15,49,64
ER01916,Web,central_online_wh,1-Month,30,150.0,44,244,156
ER01916,Web,central_online_wh,3-Month,90,454.0,45,246,157
ER01916,Web,central_online_wh,6-Month,183,915.0,44,244,156
ER0194,App,central_online_wh,1-Month,30,0.0,0,0,10
ER0194,App,central_online_wh,3-Month,90,0.0,0,0,10
ER0194,App,central_online_wh,6-Month,183,0.0,0,0,10
ER0194,Offline,central_offline_wh,1-Month,30,5.0,4,11,28
ER0194,Offline,central_offline_wh,3-Month,90,13.0,4,9,27
ER0194,Offline,central_offline_wh,6-Month,183,27.0,4,10,27
ER0194,Web,central_online_wh,1-Month,30,0.0,0,0,10
ER0194,Web,central_online_wh,3-Month,90,0.0,0,0,10
ER0194,Web,central_online_wh,6-Month,183,0.0,0,0,10
ER01966,App,central_online_wh,1-Month,30,9.0,5,17,38
ER01966,App,central_online_wh,3-Month,90,26.0,5,16,37
ER01966,App,central_online_wh,6-Month,183,53.0,5,16,38
ER01966,Offline,central_offline_wh,1-Month,30,40.0,32,85,81
ER01966,Offline,central_offline_wh,3-Month,90,104.0,29,76,75
ER01966,Offline,central_offline_wh,6-Month,183,208.0,29,75,74
ER01966,Web,central_online_wh,1-Month,30,18.0,10,34,54
ER01966,Web,central_online_wh,3-Month,90,52.0,9,33,53
